,ShipName,mmsi,avg_lat,avg_lng,flag_country,vessel_type,mode_nav_status,obs_time,time_lower,time_upper,imo,RegisteredOwnerCountryofDomicile,RegisteredOwnerCountryOfRegistration
51525,DONA DANESSA ISOBEL,525101960,-5.980007785213904,106.11167046009359,Indonesia,Cargo,Moored,2023-04-11 02:02:55,96,96,9371983,Philippines,Philippines
51526,CAPE QINGDAO,636021243,1.2940216651724137,104.06551390827588,Liberia,Cargo,At Anchor,2023-04-11 02:11:37,1,1,9219020,"Hong Kong, China","Hong Kong, China"
51527,SPIRIT 2,538004118,1.254718332307692,103.91427102384614,Marshall Islands,Tanker,At Anchor,2023-04-11 02:13:02,1,1,9409259,Greece,Marshall Islands
51528,HMM DAVAO,567318000,1.2553998011904763,103.88949265880952,Thailand,Cargo,At Anchor,2023-04-11 02:15:30,18,17,9308675,"Korea, South","Korea, South"
51529,GESIT,525019565,1.6872400899999997,101.45586036027025,Indonesia,Cargo,Moored,2023-04-11 02:16:47,27,11,8808147,Indonesia,Indonesia
51530,SIEM CURIE,636019422,-6.2282076930769215,107.91091923076925,Liberia,Cargo,Moored,2023-04-11 02:18:37,15,14,9434319,Norway,Norway
51531,SP 5 BSI,525100527,-6.061808133648649,106.9434573506081,Indonesia,Tanker,At Anchor,2023-04-11 02:21:08,10,9,9755995,Indonesia,Indonesia
51532,SPIL RETNO,525301388,-6.031851164393939,106.90188980030302,Indonesia,Cargo,At Anchor,2023-04-11 02:23:46,4,4,9925540,Indonesia,Indonesia
51533,HAFNIA CHEETAH,563877000,1.2895719532258065,103.95928942634409,Singapore,Tanker,At Anchor,2023-04-11 02:23:53,62,61,9635834,Singapore,Singapore
51534,RG ATHENA,538002853,1.2819748715384616,103.94890089769234,Marshall Islands,Cargo,At Anchor,2023-04-11 02:24:40,3,2,9314648,"China, People's Republic Of","China, People's Republic Of"
51535,PRINCESS GARNET,370849000,-5.96731666846154,105.95355544769232,Panama,Tanker,At Anchor,2023-04-11 02:27:42,1,1,9715866,Japan,Panama
51536,SPIL HANA,525100294,-0.7166666700000002,119.85244444466665,Indonesia,Other,At Anchor,2023-04-11 02:28:34,3,2,9816440,Indonesia,Indonesia
51537,QUEEN QADARIAH,525301823,-10.19053672423729,123.51502824864407,Indonesia,Tanker,At Anchor,2023-04-11 02:31:32,4,3,9552733,Indonesia,Indonesia
51538,ORIENTAL SILVER,525015973,-0.8742166669230769,131.16980557769233,Indonesia,Cargo,At Anchor,2023-04-11 02:34:23,22,5,9146089,Indonesia,Indonesia
51539,ARAWANA,572911210,-7.175442190247058,112.67696770600003,Tuvalu,Cargo,Moored,2023-04-11 02:39:45,63,62,9640401,Singapore,Singapore
51540,CINDERELLA 99,565241000,1.25430625,103.91289979249999,Singapore,Tanker,Moored,2023-04-11 02:42:02,5,4,9088146,Malaysia,Malaysia
51541,EURYDICE D,209765000,1.1966646823809524,103.97534404726188,Cyprus,Cargo,At Anchor,2023-04-11 02:44:25,17,16,9462512,Liberia,Liberia
51542,CIMARRON,613114203,1.1782929389501777,103.94012257129893,Cameroon,Tanker,At Anchor,2023-04-11 02:47:55,117,117,9255933,Marshall Islands,Marshall Islands
51543,ORIENTAL GOLD,525005397,-6.010576666896553,106.8978548851724,Indonesia,Cargo,At Anchor,2023-04-11 02:48:46,13,12,9136591,Indonesia,Indonesia
51544,XIN QI HANG 1,413243670,-2.075362318840579,104.98362318565216,China,Cargo,At Anchor,2023-04-11 02:49:17,6,5,9629811,"China, People's Republic Of","China, People's Republic Of"
51545,CTP MAKASSAR,525120018,-6.097420150903226,106.89717022587095,Indonesia,Cargo,Moored,2023-04-11 02:49:43,38,37,9181742,Indonesia,Indonesia
51546,GAS VENUS,525900722,-6.940850337377049,110.41915927956286,Indonesia,Tanker,Moored,2023-04-11 02:55:51,22,22,9375460,Indonesia,Indonesia
51547,FLORA 99,563005250,1.2952233674489797,103.9718757169388,Singapore,Tanker,At Anchor,2023-04-11 02:57:09,11,6,9131606,Malaysia,Malaysia
51548,INTAN DAYA 15,525009344,-6.068428333157895,106.88977403473683,Indonesia,Cargo,At Anchor,2023-04-11 02:58:45,4,3,9787534,Indonesia,Indonesia
51549,THERESA GRACE,563094400,3.247347576363637,117.60698863590909,Singapore,Cargo,At Anchor,2023-04-11 03:02:05,4,4,9866031,Singapore,Singapore
51550,SSF LILY,565849000,-6.103450155981309,106.8909222746729,Singapore,Cargo,Moored,2023-04-11 03:07:30,21,21,9318266,Singapore,Singapore
51551,KASIM,525008099,1.0700830288461538,104.13839345846154,Indonesia,Tanker,Moored,2023-04-11 03:09:00,33,33,9604043,Indonesia,Indonesia
51552,MINDANAO,636018354,-3.9200244978703718,102.28181577924504,Liberia,Cargo,Moored,2023-04-11 03:11:36,99,98,9478963,Greece,Liberia
51553,LYDIA OLDENDORFF,636016585,1.26902068,103.92284045500001,Liberia,Cargo,At Anchor,2023-04-11 03:13:16,3,3,9699634,Liberia,Liberia
51554,MINERVA MARINA,215777000,1.258375612631579,103.92817982421053,Malta,Tanker,At Anchor,2023-04-11 03:14:13,1,1,9411939,Liberia,Liberia
51555,CHAMPION STAR,636022900,1.2899242338416421,103.96995717608016,Liberia,Tanker,At Anchor,2023-04-11 03:16:20,70,70,9258612,Norway,Norway
51556,SEAWAYS RAFFLES,538002295,1.2470232595454547,103.9086806036364,Marshall Islands,Tanker,At Anchor,2023-04-11 03:19:01,2,2,9411032,Marshall Islands,Marshall Islands
51557,YUAN LIAN WAN,412418000,1.1284699989655171,103.56579724206894,China,Tanker,Moored,2023-04-11 03:19:53,3,2,9845960,"China, People's Republic Of","China, People's Republic Of"
51558,GAS NUSA,525121045,3.783066176267664,98.70314176250207,Indonesia,Tanker,Moored,2023-04-11 03:28:24,432,431,9178678,Indonesia,Indonesia
51559,MAERSK RIO NEGRO,563052300,1.238996665670103,103.89826195742266,Singapore,Cargo,At Anchor,2023-04-11 03:30:12,7,7,9357975,Singapore,Singapore
51560,SILVER PEACE,477276100,-7.196754757892857,112.72875248042855,Hong Kong,Cargo,Moored,2023-04-11 03:30:53,23,23,9607655,Panama,Panama
51561,PEKAN RIAU,525015920,2.1572045677777774,117.49406919703704,Indonesia,Cargo,At Anchor,2023-04-11 03:31:01,71,70,9645750,Indonesia,Indonesia
51562,CURUG MAS,525023419,-3.331029865645162,114.55568846774194,Indonesia,Cargo,At Anchor,2023-04-11 03:31:28,54,12,9791779,Indonesia,Indonesia
51563,VISION,636022623,1.250822806578947,103.90276271894737,Liberia,Tanker,At Anchor,2023-04-11 03:34:20,7,7,9236016,Turkey,Antigua & Barbuda
51564,MARAN ARTEMIS,241441000,1.1284095463636363,103.56766075818182,Greece,Tanker,Moored,2023-04-11 03:34:44,3,3,9753002,Liberia,Liberia
51565,SPIRIT 2,538004118,1.2540059129032257,103.91145000129033,Marshall Islands,Tanker,At Anchor,2023-04-11 03:36:59,3,3,9409259,Greece,Marshall Islands
51566,MERATUS PALEMBANG,525025074,-7.177090833448275,112.68862916689655,Indonesia,Cargo,At Anchor,2023-04-11 03:43:35,30,11,9371921,Indonesia,Indonesia
51567,KIRAN ISTANBUL,229603000,1.287221431467391,103.99508961065219,Malta,Cargo,At Anchor,2023-04-11 03:43:38,37,36,9576973,Turkey,Malta
51568,HE LE,563175600,-6.103815257008546,106.89235066905984,Singapore,Cargo,Moored,2023-04-11 03:50:13,23,22,9412866,"Virgin Islands, British","Virgin Islands, British"
51569,HELSINKI EAGLE,538007755,1.285091952,103.96493980942857,Marshall Islands,Cargo,At Anchor,2023-04-11 03:53:26,7,6,9699270,United States Of America,Marshall Islands
51570,OCEAN ROAD,357314000,1.2793272727272726,104.00178454563637,Panama,Cargo,At Anchor,2023-04-11 03:55:55,11,11,9503201,"Korea, South",Panama
51571,ARABESCA,215782000,1.2591361945000004,103.91672525033336,Malta,Tanker,At Anchor,2023-04-11 03:56:28,127,12,9288734,Seychelles,Seychelles
51572,DORIC WARRIOR,636014806,1.2849105108994707,103.96888870158732,Liberia,Cargo,At Anchor,2023-04-11 03:57:25,15,14,9453511,Liberia,Liberia
51573,FRONT CLYDE,205686000,1.2519200004761906,103.93154817428571,Belgium,Tanker,At Anchor,2023-04-11 03:58:22,4,3,9709087,Marshall Islands,Marshall Islands
51574,CAPE QINGDAO,636021243,1.2935766016317989,104.06090653464435,Liberia,Cargo,At Anchor,2023-04-11 03:59:38,16,16,9219020,"Hong Kong, China","Hong Kong, China"
51575,SINAR AGRA,525019521,1.0728882836633662,104.13908036297028,Indonesia,Tanker,Moored,2023-04-11 04:01:16,23,22,9349124,Indonesia,Indonesia
51576,CEPAT,525019633,-5.980077519534884,106.10670542953488,Indonesia,Cargo,At Anchor,2023-04-11 04:02:13,2,2,9047207,Indonesia,Indonesia
51577,SEAGULL 202,525023356,-0.0037731907522123896,109.32668225911502,Indonesia,Tanker,At Anchor,2023-04-11 04:03:02,18,18,9784221,Indonesia,Indonesia
51578,CEYLON PRINCESS,417222410,1.2785903763636361,103.96201416863633,Sri Lanka,Cargo,At Anchor,2023-04-11 04:05:05,2,1,9734575,Sri Lanka,Sri Lanka
51579,EMMANUEL,525119139,-1.2654905607824727,116.81136465048515,Indonesia,Tanker,Moored,2023-04-11 04:06:15,129,128,9240720,Indonesia,Indonesia
51580,ANUGRAH SAMUDRA I,525709283,-1.2727535607194242,116.80543364496403,Indonesia,Cargo,At Anchor,2023-04-11 04:11:41,44,43,8204030,Indonesia,Indonesia
51581,SHANDONG DE XIANG,538008855,1.305887873829787,104.06684613765955,Marshall Islands,Cargo,At Anchor,2023-04-11 04:11:44,11,4,9872030,"China, People's Republic Of","Hong Kong, China"
51582,SIMFONI SEJATI,525016614,-6.102394608920188,106.87764922507044,Indonesia,Cargo,At Anchor,2023-04-11 04:12:14,111,42,9197612,Indonesia,Indonesia
51583,DELTA GLORY,636019362,1.267528698125,103.94649098906248,Liberia,Tanker,At Anchor,2023-04-11 04:14:45,6,6,9602617,Liberia,Liberia
51584,TURBO VOYAGER,518998675,1.256866058918919,103.90784628445947,Cook Islands,Tanker,At Anchor,2023-04-11 04:14:48,15,14,9299898,United Arab Emirates,Cook Islands
51585,MARINE HONOUR,565574000,1.280103218275862,103.94669609241382,Singapore,Tanker,Moored,2023-04-11 04:15:36,18,7,9422811,Singapore,Singapore
51586,HE TONG,477399200,1.2934418787142854,104.07023859514284,Hong Kong,Cargo,At Anchor,2023-04-11 04:15:53,4,4,9375733,"Hong Kong, China","Hong Kong, China"
51587,IDEMITSU MARU,353841000,1.3012605960714283,104.06504404785713,Panama,Tanker,At Anchor,2023-04-11 04:16:24,2,2,9334210,Japan,Panama
51588,PLANA,215312000,1.2879765546666668,104.0113320026667,Malta,Cargo,At Anchor,2023-04-11 04:16:26,2,1,9835769,Bulgaria,Marshall Islands
51589,POLYMNIA,215041000,1.288151499666667,104.02372516666667,Malta,Cargo,At Anchor,2023-04-11 04:16:44,6,6,9447976,Malta,Malta
51590,NORD HAKATA,356490000,-7.144185883947825,112.6594859128348,Panama,Cargo,Moored,2023-04-11 04:18:26,112,111,9550204,Japan,Panama
51591,TMS GLORY,525018171,-6.099717619999999,106.88268261952382,Indonesia,Cargo,At Anchor,2023-04-11 04:19:40,5,4,9065431,Indonesia,Indonesia
51592,SA CRYSTAL,567583000,0.9955059444755244,104.2154810260839,Thailand,Tanker,At Anchor,2023-04-11 04:21:20,9,9,9182318,"China, People's Republic Of","China, People's Republic Of"
51593,TARAKA SAMUDRA 128,525016197,-6.109152654599156,106.8734988713713,Indonesia,Tanker,Moored,2023-04-11 04:21:36,136,104,9095917,Indonesia,Indonesia
51594,BAS TIGER,525024258,1.1767712476466106,103.994122015278,Indonesia,Cargo,At Anchor,2023-04-11 04:22:29,123,104,9564841,United Kingdom,United Kingdom
51595,ECO SIKOUSIS,636020720,1.282520228736842,103.95055870157898,Liberia,Cargo,At Anchor,2023-04-11 04:23:23,6,6,9317523,Marshall Islands,Marshall Islands
51596,AFRICAN PRIDE,353884000,1.2896322840740737,103.98585549333335,Panama,Cargo,At Anchor,2023-04-11 04:24:49,5,5,9636450,Panama,Panama
51597,AVENTUS I,352898820,1.2791389882142856,103.9930315480357,Panama,Tanker,At Anchor,2023-04-11 04:25:05,11,11,9280873,Panama,Panama
51598,LIGERA,621819061,1.3033532409722222,104.07365648166666,Djibouti,Tanker,At Anchor,2023-04-11 04:25:17,15,14,9237072,Seychelles,Seychelles
51599,FATIMA II,525600354,-7.2051646527083335,112.726764308125,Indonesia,Cargo,Moored,2023-04-11 04:27:55,7,5,9127875,Indonesia,Indonesia
51600,TRANSKO ARAFURA,525104002,-5.967242882794832,105.97368623620358,Indonesia,Tanker,At Anchor,2023-04-11 04:31:02,42,42,9774874,Indonesia,Indonesia
51601,SAO OASIS,538008870,1.26913171734375,103.95684758015625,Marshall Islands,Cargo,At Anchor,2023-04-11 04:31:04,7,7,9840465,"Hong Kong, China","Hong Kong, China"
51602,TIRTA SAMUDRA XXVIII,525020106,-7.137565733970191,112.66953046983741,Indonesia,Cargo,At Anchor,2023-04-11 04:32:34,150,149,9664146,Indonesia,Indonesia
51603,GOLDEN PIONEER,566218000,1.2877877773333333,104.02345666466667,Singapore,Tanker,Moored,2023-04-11 04:32:41,2,1,9467823,Singapore,Singapore
51604,MAGNUS OLDENDORFF,636016211,1.273897449117647,103.96690882558823,Liberia,Cargo,At Anchor,2023-04-11 04:35:13,2,2,9648893,Germany,Liberia
51605,JUNIPER,311043100,1.2918243883157892,103.99218263368417,Bahamas,Cargo,At Anchor,2023-04-11 04:36:29,5,5,9451238,Marshall Islands,Marshall Islands
51606,HEERAA,566495000,1.256009285,103.92627857166666,Singapore,Tanker,Moored,2023-04-11 04:39:34,13,12,9655389,Maldives,Maldives
51607,NEW NAVIGATOR 2,563874000,1.2835179492307693,103.98590512769229,Singapore,Tanker,Moored,2023-04-11 04:42:16,6,3,9550606,Singapore,Singapore
51608,MINERVA MARINA,215777000,1.2570642876190479,103.92542015904763,Malta,Tanker,At Anchor,2023-04-11 04:43:43,1,1,9411939,Liberia,Liberia
51609,BC PISTI,352002479,1.2893474639130436,104.00203326086957,Panama,Cargo,At Anchor,2023-04-11 04:51:46,5,4,9851359,Marshall Islands,Marshall Islands
51610,AMOY POWER,477392400,1.2835641417821784,103.98737084188117,Hong Kong,Cargo,At Anchor,2023-04-11 05:00:23,20,19,9847384,"Hong Kong, China","Hong Kong, China"
51611,PLATA LUCKY,636020224,1.1378010714285716,103.57388845071428,Liberia,Tanker,At Anchor,2023-04-11 05:02:13,1,1,9358292,Liberia,Liberia
51612,TIRTA SAMUDRA XXXV,525020261,-7.1783612705674855,112.67605794998467,Indonesia,Cargo,Moored,2023-04-11 05:02:56,145,144,9738296,Indonesia,Indonesia
51613,GRAZIA COSULICH,564886000,1.291831251,104.00555941600001,Singapore,Tanker,Moored,2023-04-11 05:05:18,6,5,9673109,Singapore,Singapore
51614,IOANNIS,311000131,1.276507922739726,103.98436157575343,Bahamas,Cargo,At Anchor,2023-04-11 05:09:58,14,14,9696096,Greece,Bahamas
51615,HC VICTORY 1,525011169,-1.1954544320454545,116.78215395840908,Indonesia,Cargo,Moored,2023-04-11 05:10:25,18,17,9500285,"China, People's Republic Of","Hong Kong, China"
51616,CL LIUZHOU,636018991,1.297473281572327,104.05298640408807,Liberia,Cargo,At Anchor,2023-04-11 05:15:25,13,13,9854533,"Hong Kong, China","Hong Kong, China"
51617,RG ATHENA,538002853,1.2800302965753425,103.94678463424657,Marshall Islands,Cargo,At Anchor,2023-04-11 05:15:42,14,14,9314648,"China, People's Republic Of","China, People's Republic Of"
51618,IRIANA,525100558,-6.006979149042554,105.96354567414893,Indonesia,Cargo,Moored,2023-04-11 05:19:28,56,50,9821158,Indonesia,Indonesia
51619,PAIZA ONE,518998488,1.2286362944444444,103.84553283888887,Cook Islands,Pleasure Craft,Moored,2023-04-11 05:23:01,140,1,9902500,Singapore,Singapore
51620,ALANA,304550000,1.1489734324242424,103.60020489878787,Antigua and Barbuda,Tanker,At Anchor,2023-04-11 05:27:30,2,2,9172583,Antigua & Barbuda,Antigua & Barbuda
51621,PRINCESS GARNET,370849000,-5.96362771127907,105.99519000953491,Panama,Tanker,Moored,2023-04-11 05:27:41,21,20,9715866,Japan,Panama
51622,TELUK BINTUNI,525015399,-6.1027429284285715,106.8825104762857,Indonesia,Cargo,Moored,2023-04-11 05:31:10,14,13,9551076,Indonesia,Indonesia
51623,STELLA ALICE,565491000,1.281681539148936,104.01174304056735,Singapore,Cargo,At Anchor,2023-04-11 05:34:43,10,10,9522697,Singapore,Singapore
51624,SEROJA XIII,525020229,-7.177178042416357,112.67599627037174,Indonesia,Tanker,Moored,2023-04-11 05:35:03,57,56,9734434,Indonesia,Indonesia
51625,APL ANTWERP,248633000,1.0986631646914151,103.88835145789328,Malta,Cargo,Moored,2023-04-11 05:39:46,151,149,9532795,Singapore,Singapore
51626,GRAND PIONEER,563110200,1.2692649253731343,103.93728562268657,Singapore,Cargo,At Anchor,2023-04-11 05:42:11,13,13,9850331,Singapore,Singapore
51627,SPIL HANA,525100294,-0.7099999999999999,119.85499074072222,Indonesia,Other,Moored,2023-04-11 05:46:31,22,22,9816440,Indonesia,Indonesia
51628,XIN HAI TONG 805,636021806,0.5217222805263158,117.69031078999997,Liberia,Cargo,At Anchor,2023-04-11 05:46:51,1,1,9618678,"Hong Kong, China","Hong Kong, China"
51629,OCEAN PERI,511100566,1.2721559517857142,103.92865946392855,Palau,Tanker,At Anchor,2023-04-11 05:56:59,5,5,9194995,Marshall Islands,Marshall Islands
51630,KERKYRA,636017107,1.2894035032653062,104.01714367285715,Liberia,Cargo,At Anchor,2023-04-11 05:58:35,10,9,9607162,Liberia,Liberia
51631,NEW NAVIGATOR 3,563744000,1.2989331447169812,103.97531062920756,Singapore,Tanker,At Anchor,2023-04-11 06:03:47,118,114,9550591,Singapore,Singapore
51632,GAS ESTELLA,525401107,-6.031800833888889,105.92214870444444,Indonesia,Tanker,At Anchor,2023-04-11 06:03:50,4,4,9333137,Indonesia,Indonesia
51633,SEAWAYS RAFFLES,538002295,1.2442006395897438,103.90798272646154,Marshall Islands,Tanker,At Anchor,2023-04-11 06:07:03,13,13,9411032,Marshall Islands,Marshall Islands
51634,YUAN LIAN WAN,412418000,1.1255820482857144,103.56719252571429,China,Tanker,Moored,2023-04-11 06:07:50,2,2,9845960,"China, People's Republic Of","China, People's Republic Of"
51635,CIPTA HARAPAN IX,525014666,-5.11037790744186,119.42143189930228,Indonesia,Cargo,Moored,2023-04-11 06:08:07,154,26,8973045,Indonesia,Indonesia
51636,GAS NATUNA,525007034,-7.700093222400002,108.99168095853332,Indonesia,Tanker,Moored,2023-04-11 06:09:21,20,19,9143128,Indonesia,Indonesia
51637,MERATUS KAHAYAN,525025101,0.8007698415328467,104.59821037737227,Indonesia,Cargo,At Anchor,2023-04-11 06:11:02,29,28,9760330,Indonesia,Indonesia
51638,GAS CAMELLIA,525401806,-1.067993970254777,100.41030836547772,Indonesia,Tanker,Moored,2023-04-11 06:13:07,32,31,9244403,Indonesia,Indonesia
51639,MSC FLORIANA VI,564384000,1.2440783334057972,103.91965731869564,Singapore,Cargo,At Anchor,2023-04-11 06:17:17,28,27,9168831,Liberia,Liberia
51640,LEGEND AQUARIUS,563035990,1.1601111113333333,103.99422222266664,Singapore,Cargo,Moored,2023-04-11 06:17:17,1,1,9797072,Singapore,Singapore
51641,THAMES,565282000,1.2937680348888887,103.97728626081481,Singapore,Tanker,At Anchor,2023-04-11 06:18:25,13,12,9554286,Singapore,Singapore
51642,MINERVA MARINA,215777000,1.2550408965482234,103.92529868883248,Malta,Tanker,At Anchor,2023-04-11 06:19:43,13,12,9411939,Liberia,Liberia
51643,MERATUS MEDAN 5,525025103,3.795034218263474,98.71669278099799,Indonesia,Cargo,Moored,2023-04-11 06:21:53,50,49,9178393,Indonesia,Indonesia
51644,TANTO SUBUR II,525013033,-1.0004533854166668,100.37207991496527,Indonesia,Cargo,At Anchor,2023-04-11 06:22:22,25,24,9055503,Indonesia,Indonesia
51645,DAYAK MAS,525121029,-6.098413630436891,106.88711155558252,Indonesia,Cargo,Moored,2023-04-11 06:23:22,12,12,9429352,Indonesia,Indonesia
51646,MSC LUCIANA,355283000,1.302232767393617,104.08691768824467,Panama,Cargo,At Anchor,2023-04-11 06:24:18,13,12,9398383,Switzerland,Panama
51647,PLATA LUCKY,636020224,1.135265782244898,103.57228275510204,Liberia,Tanker,At Anchor,2023-04-11 06:26:18,3,3,9358292,Liberia,Liberia
51648,LYDIA OLDENDORFF,636016585,1.2668886539716313,103.9220665270213,Liberia,Cargo,At Anchor,2023-04-11 06:28:12,11,10,9699634,Liberia,Liberia
51649,XIN FANG CHENG,413138000,1.2419761907142859,103.88129761714286,China,Cargo,At Anchor,2023-04-11 06:28:26,3,2,9309930,"China, People's Republic Of","China, People's Republic Of"
51650,IDEMITSU MARU,353841000,1.2999829764285715,104.06420130785715,Panama,Tanker,At Anchor,2023-04-11 06:28:29,0,0,9334210,Japan,Panama
51651,STOLT EFFORT,319445000,1.712358387419355,101.41636602129033,Cayman Islands,Tanker,At Anchor,2023-04-11 06:28:30,10,9,9178202,Netherlands,Netherlands
51652,GUNVOR MAERSK,220413000,1.2353974606349207,103.88747886253967,Denmark,Cargo,At Anchor,2023-04-11 06:28:31,13,12,9302891,Denmark,Denmark
51653,FENG SHOU HAI,477527900,-3.9206993164516124,115.71271558364056,Hong Kong,Cargo,At Anchor,2023-04-11 06:28:38,44,44,9727651,"China, People's Republic Of","Hong Kong, China"
51654,SINAR PRAYA,525009325,-3.3336490515517236,114.55407017275863,Indonesia,Sailing,Moored,2023-04-11 06:31:06,14,11,9359612,United Arab Emirates,United Arab Emirates
51655,KOTA HANDAL,563137700,1.0057411179012345,103.96149392997943,Singapore,Cargo,Moored,2023-04-11 06:34:47,473,473,9272981,Singapore,Singapore
51656,MARLIN AMMOLITE,538005805,1.2871545898876404,103.97628621666665,Marshall Islands,Tanker,At Anchor,2023-04-11 06:37:07,16,16,9697246,"Hong Kong, China","Hong Kong, China"
51657,FATIMA V,525401344,-0.7699404760714285,119.795500001,Indonesia,Cargo,At Anchor,2023-04-11 06:45:23,17,16,9213947,Indonesia,Indonesia
51658,PLAJU,525008040,1.0524166926037732,104.20511677347172,Indonesia,Tanker,At Anchor,2023-04-11 06:50:48,17,17,9348950,Indonesia,Indonesia
51659,SPIRIT 2,538004118,1.2520868211009175,103.91065230908255,Marshall Islands,Tanker,At Anchor,2023-04-11 06:51:29,10,10,9409259,Greece,Marshall Islands
51660,SCION MAFALDA,636020961,-7.196404666888889,112.7067145931111,Liberia,Cargo,Moored,2023-04-11 06:53:27,8,8,9675810,Germany,Germany
51661,MAGNUS OLDENDORFF,636016211,1.2719702223280425,103.9659411732804,Liberia,Cargo,At Anchor,2023-04-11 06:56:13,12,12,9648893,Germany,Liberia
51662,NEW GLOBAL,525500462,-7.110252179780221,112.66235979934066,Indonesia,Tanker,At Anchor,2023-04-11 06:58:18,5,5,9875599,Indonesia,Indonesia
51663,XIN HAI TONG 805,636021806,0.5229426961855669,117.69083498432992,Liberia,Cargo,At Anchor,2023-04-11 06:58:51,7,7,9618678,"Hong Kong, China","Hong Kong, China"
51664,QUEEN QADARIAH,525301823,-10.203333329999998,123.52666666999995,Indonesia,Tanker,Moored,2023-04-11 07:04:28,24,23,9552733,Indonesia,Indonesia
51665,MEDITRAN,525008077,1.0565852262142856,104.20718775007143,Indonesia,Tanker,At Anchor,2023-04-11 07:05:33,67,39,9601704,Indonesia,Indonesia
51666,NAVIGATOR GLOBAL,525018229,-5.919683903873875,106.00030680162166,Indonesia,Tanker,Moored,2023-04-11 07:06:36,22,22,9536375,Indonesia,Indonesia
51667,AVON,563009160,1.2848193985245902,104.00011639327869,Singapore,Tanker,At Anchor,2023-04-11 07:09:15,12,12,9430612,Singapore,Singapore
51668,CEPAT,525019633,-5.9700039886979175,106.12426183445312,Indonesia,Cargo,At Anchor,2023-04-11 07:10:13,45,36,9047207,Indonesia,Indonesia
51669,ANGEL NO. 1,477685900,-5.895869292735849,106.01385597358492,Hong Kong,Tanker,Moored,2023-04-11 07:11:33,12,12,9470662,"Hong Kong, China","Hong Kong, China"
51670,LAUREN II,355070000,1.2977953051666666,104.07734774933333,Panama,Tanker,At Anchor,2023-04-11 07:17:49,12,11,9258521,Marshall Islands,Marshall Islands
51671,SILVERA,525107013,1.27663789015625,103.95596153671875,Indonesia,Tanker,At Anchor,2023-04-11 07:18:02,16,12,9248849,Seychelles,Seychelles
51672,ORIS GRACE,354803000,4.633333330000001,95.56999999999996,Panama,Tanker,At Anchor,2023-04-11 07:21:16,53,50,9658422,Malta,Malta
51673,OLYMPIC 1,563066100,1.2685126640000002,103.93672517,Singapore,Tanker,Moored,2023-04-11 07:25:30,13,11,9825075,Liberia,Liberia
51674,VICTORY MAJU,525010385,-6.062217654410057,106.8938751751257,Indonesia,Tanker,At Anchor,2023-04-11 07:29:34,382,380,9798040,Indonesia,Indonesia
51675,DING HENG 26,636021689,-5.955677778888888,105.99724074055555,Liberia,Tanker,Moored,2023-04-11 07:30:58,9,9,9414046,"China, People's Republic Of","Hong Kong, China"
51676,LEGEND AQUARIUS,563035990,1.1597015136363635,103.99493878727274,Singapore,Cargo,Moored,2023-04-11 07:32:15,1,0,9797072,Singapore,Singapore
51677,LOGINDO ENTERPRISE,525005281,1.1608262001713396,103.97849239887849,Indonesia,Other,At Anchor,2023-04-11 07:35:12,411,411,9524956,Indonesia,Indonesia
51678,SINCERITY,566019000,1.279369999473684,103.99343842105263,Singapore,Tanker,Moored,2023-04-11 07:36:13,7,7,9593270,Singapore,Singapore
51679,SEA OF LUCK,356012000,-7.196062119708739,112.704696827767,Panama,Cargo,Moored,2023-04-11 07:36:19,20,20,9202481,Liberia,Liberia
51680,EAGLE ASIA 10,374890000,-5.912580462777778,106.00078842611111,Panama,Tanker,Moored,2023-04-11 07:36:23,7,7,9794290,Singapore,Panama
51681,WAN HAI 315,565220000,-6.101757333428572,106.89240990457142,Singapore,Cargo,Moored,2023-04-11 07:36:57,34,33,9302695,Singapore,Singapore
51682,PELAGIC TOPE,566902000,1.249561690882353,103.91641149529411,Singapore,Tanker,At Anchor,2023-04-11 07:37:33,13,13,9341940,Marshall Islands,Marshall Islands
51683,THERESA GRACE,563094400,3.24941024925,117.60328745874999,Singapore,Cargo,At Anchor,2023-04-11 07:38:05,8,8,9866031,Singapore,Singapore
51684,GREEN PLUS,525119109,-5.539348369924812,104.62652882511279,Indonesia,Tanker,Moored,2023-04-11 07:39:27,34,33,9228837,Indonesia,Indonesia
51685,ASC LOTTI,305240000,-5.897183751190477,105.99978214273811,Antigua and Barbuda,Cargo,At Anchor,2023-04-11 07:43:04,5,5,9436953,Germany,Germany
51686,ALANA,304550000,1.1485790508641975,103.59685759419753,Antigua and Barbuda,Tanker,At Anchor,2023-04-11 07:45:27,5,5,9172583,Antigua & Barbuda,Antigua & Barbuda
51687,INTAN DAYA 15,525009344,-6.1054723216551725,106.88786480427586,Indonesia,Cargo,Moored,2023-04-11 07:46:45,30,29,9787534,Indonesia,Indonesia
51688,AIKATERINI,525119092,-1.2949918178787878,116.79461646424242,Indonesia,Tanker,At Anchor,2023-04-11 07:55:01,117,15,9222168,Indonesia,Indonesia
51689,TONEGAWA,431884000,1.29473194462963,104.08906913592593,Japan,Tanker,At Anchor,2023-04-11 07:57:54,11,11,9802188,Japan,Japan
51690,MARGRETH PISSAREK,356410000,-1.2667511996,116.78543179919998,Panama,Cargo,At Anchor,2023-04-11 08:00:50,5,4,9604861,Panama,Panama
