dt_pos_utc,Port,OperatorCountryofDomicileName,vessel_type,count
2023-11-21,DUM,Bermuda,Tanker,1
2023-11-21,DUM,"Hong Kong, China",Cargo,5
2023-11-21,DUM,Indonesia,Passenger,1
2023-11-21,DUM,Indonesia,Tanker,3
2023-11-21,DUM,Japan,Tanker,1
2023-11-21,DUM,Netherlands,Tanker,1
2023-11-21,DUM,Singapore,Tanker,2
2023-11-21,DUM,Switzerland,Tanker,2
2023-11-21,DUM,United Arab Emirates,Tanker,1
2023-11-21,DUM,United Kingdom,Tanker,1
2023-11-21,GRE,Canada,Cargo,1
2023-11-21,GRE,"China, People's Republic Of",Passenger,1
2023-11-21,GRE,Chinese Taipei,Cargo,1
2023-11-21,GRE,"Hong Kong, China",Cargo,2
2023-11-21,GRE,"Hong Kong, China",Tanker,1
2023-11-21,GRE,Indonesia,Cargo,13
2023-11-21,GRE,Indonesia,Dredging,3
2023-11-21,GRE,Indonesia,Passenger,6
2023-11-21,GRE,Indonesia,Pleasure Craft,1
2023-11-21,GRE,Indonesia,Tanker,2
2023-11-21,GRE,"Korea, South",Tanker,1
2023-11-21,GRE,Philippines,Cargo,1
2023-11-21,GRE,Singapore,Tanker,1
2023-11-21,GRE,Switzerland,Cargo,1
2023-11-21,GRE,Tanzania,Cargo,1
2023-11-21,GRE,United Arab Emirates,Cargo,1
2023-11-21,GRE,Unknown,Other,1
2023-11-21,GTO,Indonesia,Passenger,2
2023-11-21,IBP,Greece,Tanker,1
2023-11-21,IBP,"Hong Kong, China",Cargo,1
2023-11-21,IBP,India,Cargo,2
2023-11-21,IBP,Indonesia,Cargo,7
2023-11-21,IBP,Indonesia,Passenger,82
2023-11-21,IBP,Indonesia,Sailing,1
2023-11-21,IBP,Indonesia,Tanker,9
2023-11-21,IBP,"Korea, South",Tanker,5
2023-11-21,IBP,Malaysia,Tanker,1
2023-11-21,IBP,Singapore,Tanker,2
2023-11-21,IMW,Indonesia,Other,1
2023-11-21,ING,"China, People's Republic Of",Cargo,1
2023-11-21,ING,Indonesia,Cargo,2
2023-11-21,ING,Indonesia,Sailing,1
2023-11-21,ING,Indonesia,Tanker,1
2023-11-21,KDI,Indonesia,Cargo,2
2023-11-21,KDI,Indonesia,Passenger,2
2023-11-21,KDI,Indonesia,Tanker,1
2023-11-21,KOL,Indonesia,Passenger,1
2023-11-21,KUM,Indonesia,Tanker,1
2023-11-21,LMR,Indonesia,Cargo,2
2023-11-21,LMR,Indonesia,Passenger,9
2023-11-21,LSW,Indonesia,Tanker,1
2023-11-21,LTU,Indonesia,Cargo,2
2023-11-21,LTU,Indonesia,Tanker,1
2023-11-21,LTU,Singapore,Tanker,1
2023-11-21,LUW,Indonesia,Passenger,1
2023-11-21,MAK,"China, People's Republic Of",Cargo,1
2023-11-21,MAK,"Hong Kong, China",Cargo,1
2023-11-21,MAK,Indonesia,Cargo,6
2023-11-21,MAK,Indonesia,Passenger,5
2023-11-21,MAK,Indonesia,Tanker,3
2023-11-21,MKQ,Indonesia,Cargo,1
2023-11-21,MKQ,Indonesia,Passenger,1
2023-11-21,MKW,Indonesia,Passenger,2
2023-11-21,MKW,Indonesia,Tanker,1
2023-11-21,MLD,Indonesia,Passenger,2
2023-11-21,MLD,Indonesia,Tanker,1
2023-11-21,MOF,Indonesia,Passenger,1
2023-11-21,MSK,Greece,Cargo,2
2023-11-21,MSK,"Hong Kong, China",Cargo,2
2023-11-21,MUO,Indonesia,Cargo,3
2023-11-21,MUO,Indonesia,Sailing,1
2023-11-21,MUO,Indonesia,Tanker,1
2023-11-21,NAM,Indonesia,Passenger,2
2023-11-21,NBX,Indonesia,Cargo,1
2023-11-21,NBX,Indonesia,Other,1
2023-11-21,NBX,Indonesia,Passenger,1
2023-11-21,NDA,Indonesia,Cargo,1
2023-11-21,NGG,Denmark,Cargo,1
2023-11-21,PNJ,Indonesia,Cargo,4
2023-11-21,PNJ,Indonesia,Tanker,1
2023-11-21,PNJ,Switzerland,Cargo,1
2023-11-21,PNJ,Vietnam,Cargo,1
2023-11-21,PNK,Indonesia,Cargo,4
2023-11-21,PNK,Indonesia,Tanker,3
2023-11-21,PNK,Vietnam,Cargo,1
2023-11-21,PTM,Indonesia,Cargo,1
2023-11-21,PTM,Indonesia,Other,1
2023-11-21,PTM,Indonesia,Passenger,1
2023-11-21,PTM,Japan,Cargo,1
2023-11-21,SMQ,Indonesia,Cargo,1
2023-11-21,SMQ,Vietnam,Cargo,3
2023-11-21,SOQ,Indonesia,Passenger,2
2023-11-21,SOQ,Indonesia,Tanker,3
2023-11-21,SRG,Chinese Taipei,Cargo,1
2023-11-21,SRG,Indonesia,Passenger,2
2023-11-21,SRG,Indonesia,Tanker,2
2023-11-21,SUB,"Hong Kong, China",Cargo,1
2023-11-21,SUB,Indonesia,Passenger,1
2023-11-21,SUR,Indonesia,Cargo,2
2023-11-21,SUR,Indonesia,Other,2
2023-11-21,SUR,Indonesia,Sailing,1
2023-11-21,SUR,Indonesia,Tanker,1
2023-11-21,SXK,Indonesia,Passenger,2
2023-11-21,TBO,Indonesia,Cargo,1
2023-11-21,TBY,Indonesia,Passenger,1
2023-11-21,TBY,Indonesia,Tanker,1
2023-11-21,TEI,Indonesia,Cargo,1
2023-11-21,TEI,Indonesia,Passenger,13
2023-11-21,TJB,"China, People's Republic Of",Cargo,1
2023-11-21,TJB,Indonesia,Cargo,5
2023-11-21,TJB,Indonesia,Other,1
2023-11-21,TJB,Indonesia,Passenger,6
2023-11-21,TJB,Indonesia,Tanker,3
2023-11-21,TJB,Singapore,Cargo,2
2023-11-21,TJB,Singapore,Passenger,1
2023-11-21,TJB,Singapore,Tanker,1
2023-11-21,TLI,Indonesia,Cargo,1
2023-11-21,TNJ,Indonesia,Passenger,2
2023-11-21,TNJ,Singapore,Passenger,2
2023-11-21,TPR,Chinese Taipei,Cargo,1
2023-11-21,TPR,Denmark,Cargo,1
2023-11-21,TPR,France,Cargo,1
2023-11-21,TPR,Indonesia,Cargo,10
2023-11-21,TPR,Indonesia,Other,2
2023-11-21,TPR,Indonesia,Passenger,6
2023-11-21,TPR,Indonesia,Pleasure Craft,1
2023-11-21,TPR,Indonesia,Tanker,2
2023-11-21,TPR,"Korea, South",Cargo,1
2023-11-21,TPR,Netherlands,Cargo,1
2023-11-21,TPR,Netherlands,Dredging,1
2023-11-21,TPR,Switzerland,Cargo,2
2023-11-21,TPR,United Kingdom,Passenger,1
2023-11-21,TQP,Indonesia,Passenger,3
2023-11-21,TTK,Indonesia,Cargo,1
2023-11-21,TTK,Indonesia,Passenger,1
2023-11-21,TUA,Indonesia,Passenger,1
2023-11-21,TUA,Indonesia,Tanker,2
2023-11-21,WSR,Indonesia,Passenger,1
2023-11-22,AMQ,Indonesia,Passenger,2
2023-11-22,AMQ,Indonesia,Tanker,3
2023-11-22,ARE,Indonesia,Cargo,1
2023-11-22,BBM,Indonesia,Tanker,3
2023-11-22,BDJ,"China, People's Republic Of",Cargo,1
2023-11-22,BDJ,Greece,Cargo,2
2023-11-22,BDJ,"Hong Kong, China",Cargo,2
2023-11-22,BDJ,Indonesia,Cargo,5
2023-11-22,BDJ,Indonesia,Passenger,1
2023-11-22,BDJ,Indonesia,Tanker,3
2023-11-22,BDJ,Japan,Cargo,1
2023-11-22,BIK,Indonesia,Passenger,3
2023-11-22,BIT,Indonesia,Cargo,1
2023-11-22,BIT,Indonesia,Passenger,2
2023-11-22,BIT,Indonesia,Tanker,6
2023-11-22,BIT,Monaco,Pleasure Craft,1
2023-11-22,BKS,Indonesia,Cargo,1
2023-11-22,BKS,Indonesia,Passenger,1
2023-11-22,BLW,Chinese Taipei,Cargo,1
2023-11-22,BLW,Greece,Tanker,1
2023-11-22,BLW,Indonesia,Cargo,3
2023-11-22,BLW,Indonesia,Tanker,3
2023-11-22,BLW,Singapore,Cargo,1
2023-11-22,BLW,United Arab Emirates,Cargo,3
2023-11-22,BMU,Indonesia,Cargo,1
2023-11-22,BMU,Indonesia,Passenger,2
2023-11-22,BOA,"China, People's Republic Of",Other,11
2023-11-22,BPN,Indonesia,Cargo,5
2023-11-22,BPN,Indonesia,Other,3
2023-11-22,BPN,Indonesia,Passenger,12
2023-11-22,BPN,Indonesia,Sailing,2
2023-11-22,BPN,Indonesia,Tanker,10
2023-11-22,BUR,France,Cargo,1
2023-11-22,BUR,Germany,Cargo,2
2023-11-22,BUR,India,Tanker,1
2023-11-22,BUR,Indonesia,Cargo,3
2023-11-22,BUR,Indonesia,Other,2
2023-11-22,BUR,Indonesia,Passenger,26
2023-11-22,BUR,Indonesia,Pleasure Craft,2
2023-11-22,BUR,Indonesia,Tanker,5
2023-11-22,BUR,Norway,Other,1
2023-11-22,BUR,Norway,Passenger,1
2023-11-22,BUR,Saudi Arabia,Passenger,5
2023-11-22,BUR,Singapore,Cargo,6
2023-11-22,BUR,Singapore,Passenger,25
2023-11-22,CBN,Indonesia,Tanker,1
2023-11-22,CBN,Singapore,Other,1
2023-11-22,CXP,Indonesia,Tanker,2
2023-11-22,DJJ,Indonesia,Tanker,1
2023-11-22,DUM,Bermuda,Tanker,1
2023-11-22,DUM,Chinese Taipei,Tanker,1
2023-11-22,DUM,Greece,Tanker,1
2023-11-22,DUM,"Hong Kong, China",Cargo,7
2023-11-22,DUM,"Hong Kong, China",Tanker,1
2023-11-22,DUM,Indonesia,Passenger,2
2023-11-22,DUM,Indonesia,Tanker,1
2023-11-22,DUM,Singapore,Tanker,4
2023-11-22,DUM,Switzerland,Tanker,2
2023-11-22,DUM,United States Of America,Tanker,1
2023-11-22,ENE,Indonesia,Passenger,1
2023-11-22,FKQ,Indonesia,Passenger,2
2023-11-22,GNS,Indonesia,Passenger,1
2023-11-22,GRE,"China, People's Republic Of",Tanker,2
2023-11-22,GRE,Chinese Taipei,Cargo,1
2023-11-22,GRE,France,Cargo,1
2023-11-22,GRE,"Hong Kong, China",Tanker,1
2023-11-22,GRE,Indonesia,Cargo,15
2023-11-22,GRE,Indonesia,Dredging,2
2023-11-22,GRE,Indonesia,Other,3
2023-11-22,GRE,Indonesia,Passenger,7
2023-11-22,GRE,Indonesia,Tanker,5
2023-11-22,GRE,"Korea, South",Cargo,1
2023-11-22,GRE,Singapore,Tanker,1
2023-11-22,GRE,Vietnam,Cargo,1
2023-11-22,GRE,Vietnam,Tanker,1
2023-11-22,GTO,Indonesia,Cargo,1
2023-11-22,GTO,Indonesia,Passenger,3
2023-11-22,IBP,"China, People's Republic Of",Cargo,1
2023-11-22,IBP,"China, People's Republic Of",Tanker,1
2023-11-22,IBP,"Hong Kong, China",Cargo,1
2023-11-22,IBP,Indonesia,Cargo,3
2023-11-22,IBP,Indonesia,Passenger,83
2023-11-22,IBP,Indonesia,Sailing,4
2023-11-22,IBP,Indonesia,Tanker,7
2023-11-22,IBP,"Korea, South",Tanker,2
2023-11-22,IBP,Netherlands,Other,1
2023-11-22,IBP,Panama,Cargo,1
2023-11-22,IBP,Singapore,Tanker,6
2023-11-22,IBP,Vietnam,Cargo,1
2023-11-22,IMW,Indonesia,Cargo,1
2023-11-22,IMW,Indonesia,Other,2
2023-11-22,IMW,Indonesia,Tanker,1
2023-11-22,IMW,Qatar,Tanker,1
2023-11-22,ING,Indonesia,Cargo,7
2023-11-22,ING,Indonesia,Passenger,1
2023-11-22,ING,Indonesia,Tanker,3
2023-11-22,ING,Liberia,Tanker,1
2023-11-22,KBH,Indonesia,Passenger,1
2023-11-22,KDI,Indonesia,Other,1
2023-11-22,KDI,Indonesia,Passenger,3
2023-11-22,KUM,Indonesia,Other,1
2023-11-22,LBO,Indonesia,Cargo,2
2023-11-22,LMR,"China, People's Republic Of",Passenger,1
2023-11-22,LMR,Indonesia,Passenger,10
2023-11-22,LMR,Indonesia,Tanker,1
2023-11-22,LTU,Indonesia,Cargo,3
2023-11-22,LTU,Indonesia,Passenger,1
2023-11-22,LTU,Indonesia,Tanker,1
2023-11-22,MAK,Indonesia,Cargo,9
2023-11-22,MAK,Indonesia,Tanker,4
2023-11-22,MAK,Vietnam,Cargo,1
2023-11-22,MKQ,Indonesia,Tanker,1
2023-11-22,MKW,Indonesia,Cargo,1
2023-11-22,MKW,Indonesia,Passenger,1
2023-11-22,MKW,Indonesia,Tanker,1
2023-11-22,MLD,Indonesia,Cargo,1
2023-11-22,MSK,Greece,Cargo,2
2023-11-22,MSK,"Hong Kong, China",Cargo,1
2023-11-22,MUO,Indonesia,Fishing,1
2023-11-22,MUO,Indonesia,Passenger,2
2023-11-22,MUO,Indonesia,Sailing,1
2023-11-22,NAM,Indonesia,Passenger,1
2023-11-22,NBX,Indonesia,Cargo,2
2023-11-22,NBX,Indonesia,Passenger,1
2023-11-22,PGX,Indonesia,Tanker,1
2023-11-22,PNK,Chinese Taipei,Cargo,1
2023-11-22,PNK,Indonesia,Cargo,6
2023-11-22,PNK,Indonesia,Passenger,2
2023-11-22,PNK,Indonesia,Tanker,3
2023-11-22,PTL,Indonesia,Cargo,1
2023-11-22,PTM,Indonesia,Other,3
2023-11-22,SKJ,Indonesia,Passenger,2
2023-11-22,SLG,Indonesia,Cargo,1
2023-11-22,SMA,Indonesia,Tanker,3
2023-11-22,SMQ,Indonesia,Tanker,1
2023-11-22,SMQ,Vietnam,Cargo,1
2023-11-22,SOQ,Indonesia,Passenger,2
2023-11-22,SOQ,Indonesia,Tanker,4
2023-11-22,SRG,Indonesia,Cargo,4
2023-11-22,SRG,Indonesia,Passenger,1
2023-11-22,SRG,Indonesia,Tanker,2
2023-11-22,SRG,Singapore,Cargo,1
2023-11-22,SRG,Switzerland,Cargo,1
2023-11-22,SUB,Indonesia,Cargo,1
2023-11-22,SUB,Indonesia,Passenger,1
2023-11-22,SUR,"China, People's Republic Of",Cargo,1
2023-11-22,SUR,Indonesia,Cargo,1
2023-11-22,SUR,Indonesia,Tanker,2
2023-11-22,SUR,Japan,Cargo,1
2023-11-22,TBY,Indonesia,Cargo,3
2023-11-22,TBY,Indonesia,Tanker,1
2023-11-22,TBY,Singapore,Tanker,1
2023-11-22,TBY,Vietnam,Tanker,1
2023-11-22,TEI,Indonesia,Cargo,1
2023-11-22,TEI,Indonesia,Passenger,10
2023-11-22,TGP,Indonesia,Passenger,1
2023-11-22,TJB,Bangladesh,Cargo,1
2023-11-22,TJB,Indonesia,Cargo,8
2023-11-22,TJB,Indonesia,Passenger,5
2023-11-22,TJB,Malaysia,Tanker,1
2023-11-22,TJB,Singapore,Cargo,1
2023-11-22,TJB,Singapore,Passenger,2
2023-11-22,TNJ,Indonesia,Passenger,1
2023-11-22,TNJ,Indonesia,Tanker,3
2023-11-22,TNJ,Singapore,Passenger,1
2023-11-22,TPR,Canada,Cargo,1
2023-11-22,TPR,"China, People's Republic Of",Cargo,3
2023-11-22,TPR,"China, People's Republic Of",Tanker,1
2023-11-22,TPR,Chinese Taipei,Cargo,1
2023-11-22,TPR,"Hong Kong, China",Cargo,1
2023-11-22,TPR,Indonesia,Cargo,14
2023-11-22,TPR,Indonesia,Other,4
2023-11-22,TPR,Indonesia,Passenger,2
2023-11-22,TPR,Indonesia,Tanker,1
2023-11-22,TPR,"Korea, South",Cargo,1
2023-11-22,TPR,Netherlands,Dredging,2
2023-11-22,TPR,Singapore,Cargo,1
2023-11-22,TQP,Indonesia,Passenger,4
2023-11-22,TQP,Indonesia,Tanker,1
2023-11-22,TTK,Indonesia,Passenger,2
2023-11-22,TUA,Indonesia,Tanker,1
2023-11-22,WSR,Indonesia,Passenger,2
2023-11-23,AMQ,Indonesia,Cargo,1
2023-11-23,AMQ,Indonesia,Passenger,3
2023-11-23,BAD,Indonesia,Tanker,1
2023-11-23,BAE,Indonesia,Passenger,1
2023-11-23,BBM,Indonesia,Passenger,1
2023-11-23,BDJ,"China, People's Republic Of",Cargo,2
2023-11-23,BDJ,Greece,Cargo,1
2023-11-23,BDJ,Indonesia,Cargo,5
2023-11-23,BDJ,Indonesia,Passenger,2
2023-11-23,BDJ,Indonesia,Tanker,1
2023-11-23,BDJ,Philippines,Cargo,1
2023-11-23,BDJ,Tanzania,Cargo,1
2023-11-23,BDJ,United Kingdom,Cargo,1
2023-11-23,BIK,Indonesia,Passenger,1
2023-11-23,BIK,Indonesia,Pleasure Craft,1
2023-11-23,BIK,Indonesia,Tanker,1
2023-11-23,BIT,"China, People's Republic Of",Cargo,1
2023-11-23,BIT,Indonesia,Cargo,1
2023-11-23,BIT,Indonesia,Tanker,2
2023-11-23,BKS,Indonesia,Cargo,1
2023-11-23,BLW,"China, People's Republic Of",Cargo,1
2023-11-23,BLW,Indonesia,Cargo,3
2023-11-23,BLW,Indonesia,Tanker,1
2023-11-23,BLW,Singapore,Cargo,1
2023-11-23,BLW,Singapore,Tanker,1
2023-11-23,BLW,United Arab Emirates,Cargo,3
2023-11-23,BOA,"China, People's Republic Of",Other,6
2023-11-23,BOA,Indonesia,Passenger,2
2023-11-23,BOA,Indonesia,Tanker,3
2023-11-23,BOA,United Kingdom,Passenger,1
2023-11-23,BPN,Chile,Tanker,1
2023-11-23,BPN,"China, People's Republic Of",Cargo,1
2023-11-23,BPN,Indonesia,Cargo,5
2023-11-23,BPN,Indonesia,Passenger,10
2023-11-23,BPN,Indonesia,Pleasure Craft,1
2023-11-23,BPN,Indonesia,Port Tender,1
2023-11-23,BPN,Indonesia,Sailing,2
2023-11-23,BPN,Indonesia,Tanker,6
2023-11-23,BPN,Singapore,Cargo,1
2023-11-23,BPN,Singapore,Tanker,2
2023-11-23,BPN,Thailand,Tanker,1
2023-11-23,BUR,Fiji,Other,2
2023-11-23,BUR,Indonesia,Cargo,5
2023-11-23,BUR,Indonesia,Other,1
2023-11-23,BUR,Indonesia,Passenger,27
2023-11-23,BUR,Indonesia,Tanker,5
2023-11-23,BUR,Netherlands,Tanker,1
2023-11-23,BUR,Norway,Passenger,1
2023-11-23,BUR,Saudi Arabia,Passenger,6
2023-11-23,BUR,Singapore,Cargo,6
2023-11-23,BUR,Singapore,Passenger,24
2023-11-23,CBN,Indonesia,Cargo,2
2023-11-23,CBN,Singapore,Other,1
2023-11-23,CEB,Indonesia,Passenger,1
2023-11-23,CXP,Indonesia,Cargo,1
2023-11-23,CXP,Indonesia,Other,1
2023-11-23,CXP,Indonesia,Tanker,2
2023-11-23,DJJ,Indonesia,Passenger,1
2023-11-23,DUM,"China, People's Republic Of",Tanker,1
2023-11-23,DUM,Greece,Cargo,1
2023-11-23,DUM,"Hong Kong, China",Cargo,5
2023-11-23,DUM,Indonesia,Cargo,2
2023-11-23,DUM,Indonesia,Passenger,1
2023-11-23,DUM,Indonesia,Pleasure Craft,1
2023-11-23,DUM,Indonesia,Tanker,4
2023-11-23,DUM,Netherlands,Tanker,1
2023-11-23,DUM,Singapore,Tanker,1
2023-11-23,DUM,Switzerland,Tanker,2
2023-11-23,DUM,Vietnam,Tanker,1
2023-11-23,FKQ,Indonesia,Tanker,1
2023-11-23,GRE,"China, People's Republic Of",Cargo,2
2023-11-23,GRE,"China, People's Republic Of",Passenger,1
2023-11-23,GRE,Chinese Taipei,Cargo,1
2023-11-23,GRE,"Hong Kong, China",Tanker,1
2023-11-23,GRE,Indonesia,Cargo,15
2023-11-23,GRE,Indonesia,Dredging,3
2023-11-23,GRE,Indonesia,Other,1
2023-11-23,GRE,Indonesia,Passenger,10
2023-11-23,GRE,Indonesia,Tanker,5
2023-11-23,GRE,Singapore,Cargo,1
2023-11-23,GRE,Singapore,Tanker,2
2023-11-23,GTO,Indonesia,Passenger,2
2023-11-23,IBP,"China, People's Republic Of",Tanker,3
2023-11-23,IBP,Chinese Taipei,Cargo,1
2023-11-23,IBP,Colombia,Passenger,1
2023-11-23,IBP,Denmark,Tanker,1
2023-11-23,IBP,Indonesia,Cargo,9
2023-11-23,IBP,Indonesia,Passenger,78
2023-11-23,IBP,Indonesia,Sailing,3
2023-11-23,IBP,Indonesia,Tanker,13
2023-11-23,IBP,Japan,Cargo,1
2023-11-23,IBP,Japan,Tanker,1
2023-11-23,IBP,"Korea, South",Cargo,1
2023-11-23,IBP,Singapore,Cargo,2
2023-11-23,IBP,Singapore,Tanker,6
2023-11-23,IBP,United Arab Emirates,Cargo,1
2023-11-23,IMW,Indonesia,Cargo,3
2023-11-23,ING,Indonesia,Cargo,4
2023-11-23,ING,Indonesia,Tanker,2
2023-11-23,ING,Singapore,Tanker,1
2023-11-23,ING,Thailand,Cargo,1
2023-11-23,ING,Vietnam,Cargo,2
2023-11-23,KBH,Indonesia,Passenger,3
2023-11-23,KDI,Indonesia,Cargo,1
2023-11-23,KDI,Indonesia,Passenger,2
2023-11-23,KOL,Indonesia,Passenger,1
2023-11-23,KUM,Indonesia,Passenger,3
2023-11-23,KUM,Indonesia,Tanker,1
2023-11-23,LBO,Indonesia,Cargo,1
2023-11-23,LBO,Indonesia,Passenger,1
2023-11-23,LMR,Indonesia,Passenger,13
2023-11-23,LMR,Indonesia,Tanker,1
2023-11-23,LTU,Indonesia,Cargo,1
2023-11-23,LTU,Indonesia,Passenger,1
2023-11-23,LTU,Indonesia,Tanker,1
2023-11-23,LTU,Singapore,Tanker,1
2023-11-23,LUW,Indonesia,Passenger,1
2023-11-23,MAK,Indonesia,Cargo,5
2023-11-23,MAK,Indonesia,Passenger,4
2023-11-23,MAK,Indonesia,Tanker,5
2023-11-23,MAK,United States Of America,Passenger,1
2023-11-23,MKQ,Indonesia,Tanker,1
2023-11-23,MKW,Indonesia,Cargo,2
2023-11-23,MKW,Indonesia,Tanker,3
2023-11-23,MLD,"China, People's Republic Of",Cargo,1
2023-11-23,MLD,Indonesia,Cargo,1
2023-11-23,MLD,Indonesia,Passenger,1
2023-11-23,MLD,Indonesia,Tanker,1
2023-11-23,MOF,Indonesia,Passenger,1
2023-11-23,MSK,"Hong Kong, China",Cargo,2
2023-11-23,MUO,Indonesia,Cargo,1
2023-11-23,MUO,Indonesia,Fishing,1
2023-11-23,MUO,Indonesia,Passenger,1
2023-11-23,NAM,Indonesia,Cargo,1
2023-11-23,NBX,Indonesia,Passenger,1
2023-11-23,NDA,Indonesia,Passenger,1
2023-11-23,PGX,Indonesia,Tanker,1
2023-11-23,PKS,Indonesia,Tanker,1
2023-11-23,PNJ,Indonesia,Tanker,1
2023-11-23,PNJ,Saudi Arabia,Tanker,1
2023-11-23,PNJ,Singapore,Cargo,1
2023-11-23,PNK,Indonesia,Cargo,2
2023-11-23,PNK,Indonesia,Passenger,1
2023-11-23,PNK,Indonesia,Tanker,7
2023-11-23,PTL,Indonesia,Cargo,2
2023-11-23,SKJ,Indonesia,Cargo,1
2023-11-23,SKJ,Indonesia,Passenger,1
2023-11-23,SMQ,Indonesia,Tanker,2
2023-11-23,SOQ,Cayman Islands,Pleasure Craft,1
2023-11-23,SOQ,Indonesia,Passenger,2
2023-11-23,SOQ,Indonesia,Tanker,1
2023-11-23,SRG,Indonesia,Passenger,1
2023-11-23,SRG,Indonesia,Tanker,1
2023-11-23,SUB,Indonesia,Cargo,2
2023-11-23,SUB,Indonesia,Tanker,1
2023-11-23,SUB,Irish Republic,Cargo,1
2023-11-23,SUB,Spain,Cargo,1
2023-11-23,SUQ,Indonesia,Cargo,1
2023-11-23,SUR,Indonesia,Sailing,2
2023-11-23,SUR,Indonesia,Tanker,5
2023-11-23,SXK,Indonesia,Passenger,1
2023-11-23,TBY,"Hong Kong, China",Cargo,1
2023-11-23,TBY,Indonesia,Cargo,1
2023-11-23,TBY,Indonesia,Passenger,1
2023-11-23,TBY,Singapore,Tanker,2
2023-11-23,TBY,Vietnam,Cargo,1
2023-11-23,TEI,Indonesia,Passenger,10
2023-11-23,TJB,Indonesia,Cargo,2
2023-11-23,TJB,Indonesia,Passenger,5
2023-11-23,TJB,Indonesia,Tanker,8
2023-11-23,TJB,Liberia,Tanker,1
2023-11-23,TJB,Singapore,Cargo,1
2023-11-23,TJB,Singapore,Passenger,2
2023-11-23,TJB,Thailand,Tanker,1
2023-11-23,TLN,Indonesia,Tanker,1
2023-11-23,TNJ,Indonesia,Passenger,3
2023-11-23,TNJ,Singapore,Passenger,2
2023-11-23,TPR,"China, People's Republic Of",Cargo,1
2023-11-23,TPR,Denmark,Cargo,1
2023-11-23,TPR,France,Cargo,1
2023-11-23,TPR,"Hong Kong, China",Cargo,2
2023-11-23,TPR,Indonesia,Cargo,13
2023-11-23,TPR,Indonesia,Other,1
2023-11-23,TPR,Indonesia,Passenger,2
2023-11-23,TPR,Netherlands,Dredging,2
2023-11-23,TPR,Singapore,Cargo,5
2023-11-23,TPR,Singapore,Tanker,1
2023-11-23,TPR,Vietnam,Cargo,1
2023-11-23,TQP,Indonesia,Cargo,1
2023-11-23,TQP,Indonesia,Passenger,4
2023-11-23,TQP,Vietnam,Cargo,1
2023-11-23,TTK,Indonesia,Cargo,1
2023-11-23,TUA,Indonesia,Cargo,2
2023-11-24,AEA,Indonesia,Tanker,1
2023-11-24,AMQ,Indonesia,Other,1
2023-11-24,AMQ,Indonesia,Passenger,3
2023-11-24,AMQ,Indonesia,Tanker,2
2023-11-24,ARE,Indonesia,Passenger,1
2023-11-24,BAD,Indonesia,Cargo,1
2023-11-24,BDJ,Bangladesh,Cargo,1
2023-11-24,BDJ,"China, People's Republic Of",Cargo,1
2023-11-24,BDJ,Greece,Cargo,1
2023-11-24,BDJ,"Hong Kong, China",Cargo,1
2023-11-24,BDJ,Indonesia,Cargo,8
2023-11-24,BDJ,Indonesia,Other,3
2023-11-24,BDJ,Indonesia,Passenger,1
2023-11-24,BDJ,Indonesia,Tanker,2
2023-11-24,BDJ,Vietnam,Cargo,1
2023-11-24,BGG,Indonesia,Passenger,1
2023-11-24,BIK,Indonesia,Passenger,1
2023-11-24,BIT,Indonesia,Cargo,1
2023-11-24,BIT,Indonesia,Fishing,1
2023-11-24,BIT,Indonesia,Passenger,3
2023-11-24,BIT,Indonesia,Tanker,1
2023-11-24,BKS,Indonesia,Cargo,1
2023-11-24,BKS,Indonesia,Tanker,2
2023-11-24,BLW,"Hong Kong, China",Cargo,1
2023-11-24,BLW,Indonesia,Cargo,5
2023-11-24,BLW,Indonesia,Tanker,1
2023-11-24,BLW,Malaysia,Cargo,1
2023-11-24,BLW,Singapore,Cargo,2
2023-11-24,BMU,Indonesia,Tanker,1
2023-11-24,BOA,"China, People's Republic Of",Other,8
2023-11-24,BOA,Netherlands,Sailing,1
2023-11-24,BOA,United States Of America,Passenger,1
2023-11-24,BPN,Indonesia,Cargo,3
2023-11-24,BPN,Indonesia,Passenger,14
2023-11-24,BPN,Indonesia,Sailing,4
2023-11-24,BPN,Indonesia,Tanker,9
2023-11-24,BPN,Japan,Tanker,1
2023-11-24,BPN,Singapore,Cargo,5
2023-11-24,BUR,Fiji,Other,1
2023-11-24,BUR,Indonesia,Cargo,1
2023-11-24,BUR,Indonesia,Other,2
2023-11-24,BUR,Indonesia,Passenger,30
2023-11-24,BUR,Indonesia,Tanker,4
2023-11-24,BUR,Japan,Cargo,1
2023-11-24,BUR,Netherlands,Other,1
2023-11-24,BUR,Norway,Passenger,1
2023-11-24,BUR,Saudi Arabia,Passenger,5
2023-11-24,BUR,Singapore,Cargo,6
2023-11-24,BUR,Singapore,Other,2
2023-11-24,BUR,Singapore,Passenger,22
2023-11-24,BUR,Singapore,Tanker,1
2023-11-24,CBN,Indonesia,Passenger,1
2023-11-24,CEB,Indonesia,Passenger,1
2023-11-24,CXP,Indonesia,Tanker,2
2023-11-24,DJJ,Indonesia,Fishing,1
2023-11-24,DJJ,Indonesia,Passenger,1
2023-11-24,DNA,Indonesia,Cargo,1
2023-11-24,DUM,"Hong Kong, China",Cargo,6
2023-11-24,DUM,"Hong Kong, China",Tanker,1
2023-11-24,DUM,Indonesia,Cargo,6
2023-11-24,DUM,Indonesia,Passenger,2
