,mmsi,vessel_name,Port,dt_pos_utc,fc_vessel,OperatorCountryOfRegistration,OperatorCountryofDomicileName,vessel_type,ns_vessel,draught
77069,525015993,KALIMANTAN LEADER,TPR,2023-12-17 07:56:56,Indonesia,Indonesia,Indonesia,Cargo,Under Way Using Engine,5.3
77070,525015993,KALIMANTAN LEADER,BDJ,2023-12-21 18:19:15,Indonesia,Indonesia,Indonesia,Cargo,Under Way Using Engine,5.8
77071,525015993,KALIMANTAN LEADER,TPR,2023-12-24 03:59:28,Indonesia,Indonesia,Indonesia,Cargo,Under Way Using Engine,5.5
77072,525015993,KALIMANTAN LEADER,BDJ,2023-12-30 08:56:44,Indonesia,Indonesia,Indonesia,Cargo,At Anchor,5.4
77073,525016008,BRILLIANT8899,BUR,2023-01-02 09:32:38,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,5.8
77074,525016008,BRILLIANT8899,BLW,2023-01-04 09:59:21,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.8
77075,525016008,BRILLIANT8899,BLW,2023-01-10 16:21:52,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.8
77076,525016008,BRILLIANT8899,BLW,2023-01-24 07:29:14,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.2
77077,525016008,BRILLIANT8899,BUR,2023-02-10 03:35:06,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.5
77078,525016008,BRILLIANT8899,BLW,2023-02-21 06:38:07,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.5
77079,525016008,BRILLIANT8899,BLW,2023-03-02 03:11:55,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.5
77080,525016008,BRILLIANT8899,BUR,2023-03-11 00:47:08,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,6.0
77081,525016008,BRILLIANT8899,BLW,2023-03-25 23:51:36,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.6
77082,525016008,BRILLIANT8899,BUR,2023-04-14 22:48:37,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.6
77083,525016008,BRILLIANT8899,BUR,2023-04-15 00:43:17,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.6
77084,525016008,BRILLIANT8899,BUR,2023-04-16 21:28:42,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.6
77085,525016008,BRILLIANT8899,BLW,2023-04-24 04:35:52,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.6
77086,525016008,BRILLIANT8899,BLW,2023-05-03 01:21:58,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,5.0
77087,525016008,BRILLIANT8899,BUR,2023-05-10 21:29:20,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,5.0
77088,525016008,BRILLIANT8899,BLW,2023-05-22 06:26:33,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,5.0
77089,525016008,BRILLIANT8899,BUR,2023-06-02 02:22:30,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,5.0
77090,525016008,BRILLIANT8899,BUR,2023-06-04 00:15:14,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,5.5
77091,525016008,BRILLIANT8899,BUR,2023-06-13 01:36:47,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,5.5
77092,525016008,BRILLIANT8899,BUR,2023-06-13 03:32:09,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,5.5
77093,525016008,BRILLIANT8899,BUR,2023-06-17 02:46:18,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,5.5
77094,525016008,BRILLIANT8899,BLW,2023-06-25 09:24:53,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,5.5
77095,525016008,BRILLIANT8899,BUR,2023-07-06 00:44:01,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.0
77096,525016008,BRILLIANT8899,BUR,2023-07-10 15:54:25,Indonesia,Indonesia,Indonesia,Tanker,Underway Sailing,5.2
77097,525016008,BRILLIANT8899,BUR,2023-07-19 03:25:46,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,5.2
77098,525016008,BRILLIANT8899,BUR,2023-07-21 04:07:30,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,5.7
77099,525016008,BRILLIANT8899,BUR,2023-07-31 08:06:48,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.5
77100,525016008,BRILLIANT8899,BUR,2023-08-11 15:53:24,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,5.0
77101,525016008,BRILLIANT8899,BUR,2023-08-11 17:23:16,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,5.0
77102,525016008,BRILLIANT8899,BUR,2023-08-17 04:24:13,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,5.9
77103,525016008,BRILLIANT8899,BUR,2023-08-25 20:08:53,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,5.0
77104,525016008,BRILLIANT8899,BUR,2023-08-26 00:52:23,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,5.0
77105,525016008,BRILLIANT8899,BPN,2023-09-05 11:32:02,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,5.0
77106,525016008,BRILLIANT8899,ARE,2023-09-19 13:48:05,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,5.7
77107,525016008,BRILLIANT8899,MAK,2023-09-23 18:47:21,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.5
77108,525016008,BRILLIANT8899,KDI,2023-09-29 14:49:35,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,5.7
77109,525016008,BRILLIANT8899,GTO,2023-10-28 13:23:08,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,5.8
77110,525016008,BRILLIANT8899,KDI,2023-11-09 21:43:40,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,5.7
77111,525016008,BRILLIANT8899,KDI,2023-11-18 21:17:22,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,5.7
77112,525016008,BRILLIANT8899,MAK,2023-11-30 02:02:54,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,5.8
77113,525016008,BRILLIANT8899,KDI,2023-12-13 10:08:37,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,6.0
77114,525016008,BRILLIANT8899,BUR,2023-12-30 04:24:52,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,5.8
77115,525016009,MT. ANGELIA XVI,PNK,2023-01-04 20:38:02,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.9
77116,525016009,MT. ANGELIA XVI,IBP,2023-01-08 19:46:47,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,3.9
77117,525016009,MT. ANGELIA XVI,PNK,2023-01-12 18:20:09,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.9
77118,525016009,MT. ANGELIA XVI,PNK,2023-01-15 05:20:10,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.9
77119,525016009,MT. ANGELIA XVI,PNK,2023-01-15 07:20:11,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.9
77120,525016009,MT. ANGELIA XVI,PNK,2023-01-15 08:56:11,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.9
77121,525016009,MT. ANGELIA XVI,IBP,2023-01-17 20:00:31,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,3.8
77122,525016009,MT. ANGELIA XVI,PNK,2023-01-23 00:30:37,Indonesia,Indonesia,Indonesia,Tanker,Underway Sailing,4.9
77123,525016009,MT. ANGELIA XVI,IBP,2023-01-27 22:57:24,Indonesia,Indonesia,Indonesia,Tanker,Underway Sailing,3.9
77124,525016009,MT. ANGELIA XVI,PNK,2023-02-01 22:07:04,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.8
77125,525016009,MT. ANGELIA XVI,IBP,2023-02-05 12:29:29,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,3.9
77126,525016009,MT. ANGELIA XVI,PNK,2023-02-10 09:04:24,Indonesia,Indonesia,Indonesia,Tanker,Moored,3.9
77127,525016009,MT. ANGELIA XVI,IBP,2023-02-12 01:07:37,Indonesia,Indonesia,Indonesia,Tanker,Underway Sailing,3.9
77128,525016009,MT. ANGELIA XVI,PNK,2023-02-16 04:08:58,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.9
77129,525016009,MT. ANGELIA XVI,IBP,2023-02-20 10:44:36,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,3.9
77130,525016009,MT. ANGELIA XVI,PNK,2023-02-24 17:41:16,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.9
77131,525016009,MT. ANGELIA XVI,PNK,2023-02-25 07:54:15,Indonesia,Indonesia,Indonesia,Tanker,Moored,4.9
77132,525016009,MT. ANGELIA XVI,PNK,2023-02-25 09:42:15,Indonesia,Indonesia,Indonesia,Tanker,Moored,4.9
77133,525016009,MT. ANGELIA XVI,PNK,2023-02-25 18:09:15,Indonesia,Indonesia,Indonesia,Tanker,Moored,4.9
77134,525016009,MT. ANGELIA XVI,IBP,2023-03-01 06:24:50,Indonesia,Indonesia,Indonesia,Tanker,Underway Sailing,4.9
77135,525016009,MT. ANGELIA XVI,PNK,2023-03-06 22:21:09,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,5.0
77136,525016009,MT. ANGELIA XVI,PNK,2023-03-07 14:59:38,Indonesia,Indonesia,Indonesia,Tanker,Moored,5.0
77137,525016009,MT. ANGELIA XVI,IBP,2023-03-10 13:03:32,Indonesia,Indonesia,Indonesia,Tanker,Underway Sailing,3.8
77138,525016009,MT. ANGELIA XVI,PNK,2023-03-14 11:44:11,Indonesia,Indonesia,Indonesia,Tanker,Underway Sailing,4.9
77139,525016009,MT. ANGELIA XVI,PNK,2023-03-16 15:47:59,Indonesia,Indonesia,Indonesia,Tanker,Moored,4.9
77140,525016009,MT. ANGELIA XVI,PNK,2023-03-16 17:35:56,Indonesia,Indonesia,Indonesia,Tanker,Moored,4.9
77141,525016009,MT. ANGELIA XVI,IBP,2023-03-19 08:11:55,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.1
77142,525016009,MT. ANGELIA XVI,PNK,2023-03-24 02:25:23,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.9
77143,525016009,MT. ANGELIA XVI,PNK,2023-03-25 09:25:26,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.9
77144,525016009,MT. ANGELIA XVI,PNK,2023-03-25 13:52:47,Indonesia,Indonesia,Indonesia,Tanker,Moored,4.9
77145,525016009,MT. ANGELIA XVI,PNK,2023-03-26 06:16:48,Indonesia,Indonesia,Indonesia,Tanker,Moored,4.9
77146,525016009,MT. ANGELIA XVI,PNK,2023-03-26 07:37:41,Indonesia,Indonesia,Indonesia,Tanker,Moored,4.9
77147,525016009,MT. ANGELIA XVI,PNK,2023-03-26 14:49:42,Indonesia,Indonesia,Indonesia,Tanker,Moored,4.9
77148,525016009,MT. ANGELIA XVI,IBP,2023-03-28 16:05:37,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,3.8
77149,525016009,MT. ANGELIA XVI,PNK,2023-04-03 08:29:54,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,5.0
